METHOD,ENDPOINT,TIMESTAMP,SUCCESS
eth_getTransactionByHash,https://rpc.flashbots.net,1711409062,True
eth_getBlockByHash,https://rpc.flashbots.net,1711409062,True
eth_createAccessList,https://rpc.flashbots.net,1711409062,False
eth_blobBaseFee,https://rpc.flashbots.net,1711409062,False
eth_getTransactionByBlockNumberAndIndex,https://rpc.flashbots.net,1711409062,True
debug_getRawTransaction,https://rpc.flashbots.net,1711409062,False
eth_feeHistory,https://rpc.flashbots.net,1711409062,True
eth_getBlockReceipts,https://rpc.flashbots.net,1711409062,False
debug_getRawHeader,https://rpc.flashbots.net,1711409062,False
eth_getTransactionByBlockHashAndIndex,https://rpc.flashbots.net,1711409062,True
eth_getTransactionCount,https://rpc.flashbots.net,1711409062,True
eth_estimateGas,https://rpc.flashbots.net,1711409062,True
eth_getBalance,https://rpc.flashbots.net,1711409062,True
eth_call,https://rpc.flashbots.net,1711409062,True
eth_getTransactionReceipt,https://rpc.flashbots.net,1711409062,True
eth_getProof,https://rpc.flashbots.net,1711409062,True
eth_sendRawTransaction,https://rpc.flashbots.net,1711409062,False
eth_blockNumber,https://rpc.flashbots.net,1711409062,True
eth_getBlockByNumber,https://rpc.flashbots.net,1711409062,True
debug_getRawReceipts,https://rpc.flashbots.net,1711409062,False
debug_getRawBlock,https://rpc.flashbots.net,1711409062,False
